trustLevel|totalScanTimeInSeconds|grandTotal|lineItemVoids|scansWithoutRegistration|quantityModifications|scannedLineItemsPerSecond|valuePerSecond|lineItemVoidsPerPosition|fraud|totalItemScanned|interTstsVps
2|1249|13.14|1|6|1|0.0136108887109688|0.0105204163330665|0.0588235294117647|0|17.000000000000032|1262.2782382706166
6|663|0.03|8|5|2|0.0407239819004525|4.52488687782805e-05|0.296296296296296|0|27.000000000000004|663.0300013574662
6|1477|30.69|0|3|4|0.0094786729857819|0.020778605280975|0.0|0|13.999999999999865|1508.3276953960733
4|1225|88.95|11|9|5|0.0032653061224489|0.0726122448979592|2.75|0|3.9999999999999023|1320.4088591836735
1|1399|47.76|3|2|2|0.0121515368120086|0.0341386704789135|0.176470588235294|0|17.000000000000032|1448.3904629020728
4|227|71.24|0|0|0|0.0308370044052863|0.313832599118943|0.0|0|6.99999999999999|320.5974343612336
4|399|68.52|1|9|4|0.0300751879699248|0.171729323308271|0.0833333333333333|0|11.999999999999995|479.2868932330829
3|1705|71.83|0|6|2|0.0023460410557184|0.0421290322580645|0.0|0|3.999999999999872|1779.856128387097
6|69|79.78|8|1|1|0.36231884057971|1.15623188405797|0.32|0|24.99999999999999|241.0241797101447
1|1213|93.48|9|1|3|0.0123660346248969|0.0770651277823578|0.6|0|14.99999999999994|1313.6840481450947
6|1448|58.75|11|8|0|0.0138121546961326|0.0405732044198895|0.55|0|20.000000000000004|1509.1336757596682
3|723|83.06|11|5|0|0.016597510373444|0.114882434301521|0.916666666666667|0|12.000000000000012|815.6021349930838
6|720|49.12|11|4|5|0.0236111111111111|0.0682222222222222|0.647058823529412|0|16.999999999999993|772.4710755555556
3|458|6.04|3|10|4|0.0480349344978166|0.0131877729257642|0.136363636363636|0|22.000000000000004|464.11965414847157
1|43|23.08|4|6|2|0.604651162790698|0.536744186046512|0.153846153846154|0|26.000000000000014|78.46805581395353
6|1649|43.91|9|0|0|0.0097028502122498|0.0266282595512432|0.5625|0|15.99999999999992|1694.0792468768952
6|583|24.41|9|8|3|0.0205831903945112|0.0418696397941681|0.75|0|12.000000000000028|608.4320379073756
2|541|90.34|6|3|4|0.0166358595194085|0.166987060998152|0.666666666666667|0|9.0|646.4256110905733
1|600|8.8|6|8|3|0.0483333333333333|0.0146666666666667|0.206896551724138|1|28.99999999999998|608.9290666666666
3|946|43.23|6|5|0|0.0306553911205074|0.0456976744186047|0.206896551724138|0|29.0|991.2055104651163
1|923|72.62|5|9|3|0.0227518959913326|0.0786782231852654|0.238095238095238|1|20.99999999999999|1001.3336125677139
3|1762|30.71|7|3|3|0.0068104426787741|0.0174290578887628|0.583333333333333|0|11.999999999999964|1793.2452463677641
6|941|47.36|9|4|0|0.0180658873538789|0.0503294367693943|0.529411764705882|0|17.000000000000046|990.7436021253985
3|1449|10.67|9|0|3|0.020703933747412|0.0073636991028295|0.3|0|29.99999999999999|1459.748570669427
5|439|34.27|0|5|1|0.0660592255125285|0.0780637813211845|0.0|0|29.000000000000014|475.945245785877
6|1413|6.91|7|8|5|0.0014154281670205|0.0048903043170559|3.5|0|1.9999999999999665|1419.9437920028308
1|1448|1.22|0|6|1|0.0013812154696132|0.000842541436464|0.0|0|1.9999999999999136|1449.2210279005521
6|481|24.17|1|5|1|0.027027027027027|0.0502494802494803|0.0769230769230769|0|12.999999999999988|506.38452993763
4|1325|53.33|3|4|2|0.0226415094339623|0.0402490566037736|0.1|0|30.00000000000005|1380.4764821886793
3|670|16.76|0|7|5|0.0343283582089552|0.0250149253731343|0.0|0|22.999999999999982|687.1792501492537
2|459|58.95|4|10|5|0.0239651416122004|0.12843137254902|0.363636363636364|0|10.999999999999984|525.521029411765
4|173|53.37|4|2|0|0.0057803468208092|0.30849710982659|4.0|0|0.9999999999999916|242.8344907514452
1|389|35.92|6|6|0|0.038560411311054|0.0923393316195373|0.4|0|15.000000000000005|428.2368287917738
5|110|19.72|1|7|4|0.118181818181818|0.179272727272727|0.0769230769230769|0|12.99999999999998|133.25525818181814
4|1463|59.89|11|9|5|0.0075187969924812|0.0409364319890636|1.0|0|10.999999999999996|1525.341682911825
1|1045|45.74|0|2|4|0.0267942583732057|0.0437703349282297|0.0|1|27.999999999999957|1092.7420551196171
1|400|22.96|2|6|0|0.0475|0.0574|0.105263157894737|0|19.0|424.2779039999999
3|868|61.36|6|2|3|0.0276497695852535|0.0706912442396313|0.25|0|24.00000000000004|933.6976147465438
6|1192|59.87|8|6|3|0.0201342281879195|0.0502265100671141|0.333333333333333|0|24.000000000000043|1254.8770611577183
4|1066|14.91|7|8|1|0.0018761726078799|0.0139868667917448|3.5|0|1.9999999999999734|1081.118544183865
1|1348|78.76|1|0|0|0.0140949554896142|0.0584272997032641|0.0526315789473684|0|18.99999999999994|1431.3617341246288
6|762|59.93|5|0|4|0.0091863517060367|0.0786482939632546|0.714285714285714|0|6.999999999999965|826.6433922572179
4|1039|4.5|0|0|2|0.0028873917228103|0.0043310875842155|0.0|0|2.9999999999999014|1043.519489894129
2|884|79.98|4|6|5|0.004524886877828|0.0904751131221719|1.0|0|3.999999999999952|971.2161995475113
4|1284|22.83|1|3|4|0.0233644859813084|0.0177803738317757|0.0333333333333333|0|29.999999999999986|1307.2359259345794
2|404|7.98|0|1|2|0.0668316831683168|0.0197524752475248|0.0|0|26.999999999999986|412.1376247524753
6|884|90.71|4|0|5|0.0124434389140271|0.102613122171946|0.363636363636364|0|10.999999999999956|984.0180363122174
4|1796|88.53|0|9|0|0.0011135857461024|0.0492928730512249|0.0|0|1.9999999999999103|1888.8938980512248
3|565|30.39|2|3|4|0.0230088495575221|0.053787610619469|0.153846153846154|0|12.999999999999986|597.0246054867256
1|275|65.55|1|5|1|0.0981818181818182|0.238363636363636|0.037037037037037|0|27.000000000000007|356.17473636363627
5|1326|73.47|5|1|4|0.0180995475113122|0.0554072398190045|0.208333333333333|0|23.99999999999998|1403.540769909502
6|814|41.64|6|3|4|0.0073710073710073|0.0511547911547912|1.0|0|5.999999999999942|857.7700855036856
5|871|83.86|9|9|4|0.0172215843857635|0.0962801377726751|0.6|0|15.000000000000007|962.9340523536166
6|1223|16.79|1|4|3|0.0008176614881439|0.0137285363859362|1.0|0|0.9999999999999897|1240.0205021259198
2|45|32.81|4|4|0|0.133333333333333|0.729111111111111|0.666666666666667|0|5.999999999999985|101.73213555555554
5|441|86.58|1|2|3|0.0249433106575964|0.196326530612245|0.0909090909090909|0|11.000000000000012|544.5779510204082
1|1545|60.97|4|10|1|0.0103559870550162|0.039462783171521|0.25|0|16.00000000000003|1608.3760458899676
6|854|18.45|10|9|4|0.0327868852459016|0.0216042154566745|0.357142857142857|0|27.999999999999964|872.8485977751757
2|1280|41.86|6|3|1|0.00390625|0.032703125|1.2|0|5.0|1323.2289528125
4|1412|47.42|10|1|5|0.0007082152974504|0.0335835694050991|10.0|0|0.9999999999999648|1461.0125328611898
3|1520|77.71|7|6|4|0.0085526315789473|0.051125|0.538461538461538|0|12.999999999999895|1601.68292375
2|932|80.12|2|1|3|0.0032188841201716|0.0859656652360515|0.666666666666667|0|2.999999999999931|1019.0075690987123
4|1302|54.48|7|2|3|0.009984639016897|0.0418433179723502|0.538461538461538|0|12.999999999999893|1358.7596239631337
6|206|11.67|6|4|3|0.0097087378640776|0.0566504854368932|3.0|0|1.9999999999999856|218.33111116504855
3|1427|17.54|5|8|4|0.0189208128941836|0.01229152067274|0.185185185185185|0|27.0|1444.7555932726
4|514|53.76|6|1|0|0.0408560311284047|0.104591439688716|0.285714285714286|0|21.000000000000014|573.3828357976654
3|471|25.25|4|8|3|0.0509554140127389|0.0536093418259023|0.166666666666667|0|24.00000000000002|497.603635881104
1|1434|74.97|3|5|1|0.0181311018131102|0.0522803347280335|0.115384615384615|1|26.00000000000003|1512.8894566945603
1|764|37.46|4|8|0|0.0209424083769634|0.0490314136125654|0.25|0|16.00000000000004|803.2967167539266
1|135|63.18|7|6|4|0.0222222222222222|0.468|2.33333333333333|0|2.999999999999997|227.74824
3|1227|9.43|9|4|0|0.006519967400163|0.0076854115729421|1.125|0|8.0|1236.5024734311328
6|990|56.52|2|3|4|0.0161616161616162|0.0570909090909091|0.125|0|16.00000000000004|1049.7467781818182
2|1467|14.48|7|10|5|0.0156782549420586|0.0098704839809134|0.304347826086957|0|22.999999999999968|1481.6229246080436
5|1345|45.01|11|9|1|0.0200743494423792|0.0334646840148699|0.407407407407407|0|27.000000000000025|1391.5162454275091
6|1571|13.93|0|6|0|0.0159134309357097|0.0088669637173774|0.0|0|24.99999999999994|1585.0535168045833
6|931|16.24|5|5|4|0.0247046186895811|0.0174436090225564|0.217391304347826|0|23.000000000000007|947.5232842105263
2|271|97.17|5|2|0|0.0590405904059041|0.358560885608856|0.3125|0|16.00000000000001|403.0113612546125
1|19|63.22|0|2|4|0.631578947368421|3.32736842105263|0.0|0|12.0|292.57623157894716
6|226|56.79|2|10|2|0.0619469026548673|0.251283185840708|0.142857142857143|0|14.000000000000009|297.06037212389384
3|731|9.39|2|7|3|0.0369357045143639|0.0128454172366621|0.0740740740740741|0|27.00000000000001|740.5106184678522
4|828|66.56|7|4|3|0.0072463768115942|0.0803864734299517|1.16666666666667|0|5.999999999999998|899.9105236714977
5|233|0.54|2|8|0|0.0815450643776824|0.0023175965665236|0.105263157894737|0|19.0|233.54125150214594
6|1332|16.78|10|2|4|0.003003003003003|0.0125975975975976|2.5|0|3.999999999999996|1348.9913876876876
1|1775|30.56|0|2|2|0.0033802816901408|0.0172169014084507|0.0|0|5.99999999999992|1806.0861485070423
6|191|8.55|9|4|2|0.0052356020942408|0.0447643979057592|9.0|0|0.9999999999999928|199.93273560209428
3|1162|90.67|0|2|0|0.0223752151462995|0.0780292598967298|0.0|0|26.00000000000002|1259.7449129948366
6|165|60.67|11|9|4|0.0181818181818182|0.36769696969697|3.66666666666667|0|3.0000000000000027|247.97817515151525
3|111|99.53|8|10|3|0.0810810810810811|0.896666666666667|0.888888888888889|0|9.000000000000002|299.7752333333334
3|839|27.44|10|2|3|0.032181168057211|0.0327056019070322|0.37037037037037|0|27.000000000000032|867.337441716329
1|1747|25.78|3|3|0|0.0108757870635375|0.014756725815684|0.157894736842105|0|19.00000000000001|1773.1604283915283
3|1683|64.28|10|6|5|0.0130718954248366|0.0381937017231135|0.454545454545455|0|21.999999999999996|1749.7350911467618
6|389|75.87|9|2|1|0.012853470437018|0.195038560411311|1.8|0|5.000000000000002|479.6675755784061
3|1587|30.25|3|1|0|0.0018903591682419|0.0190611216131065|1.0|0|2.9999999999998956|1617.8265989287966
1|213|48.5|0|0|3|0.126760563380282|0.227699530516432|0.0|0|27.000000000000064|272.543427230047
1|666|58.91|2|9|1|0.0225225225225225|0.0884534534534535|0.133333333333333|0|14.999999999999986|730.120792942943
4|455|17.87|1|1|4|0.0153846153846154|0.0392747252747253|0.142857142857143|0|7.000000000000007|473.5718393406593
3|859|84.15|7|4|2|0.0058207217694994|0.0979627473806752|1.4|0|4.999999999999985|951.3935651920838
2|861|74.41|2|0|4|0.0046457607433217|0.0864227642276423|0.5|0|3.9999999999999836|941.8407178861789
5|889|54.78|8|7|5|0.0247469066366704|0.0616197975253093|0.363636363636364|0|21.999999999999986|947.1555325084364
2|1240|10.77|0|5|3|0.0145161290322581|0.0086854838709677|0.0|0|18.000000000000043|1250.8635426612905
3|160|2.37|0|9|0|0.05|0.0148125|0.0|0|8.0|162.40510562499998
1|884|3.61|8|0|5|0.0192307692307692|0.0040837104072398|0.470588235294118|0|16.99999999999997|887.6247421945701
2|609|20.04|0|10|4|0.0197044334975369|0.0329064039408867|0.0|0|11.999999999999973|629.6994443349754
2|502|23.46|6|3|4|0.0577689243027888|0.0467330677290837|0.206896551724138|0|28.99999999999998|526.5563577689244
1|631|94.61|6|5|3|0.0190174326465927|0.149936608557845|0.5|0|11.999999999999995|739.795502535658
2|1656|2.7|0|10|1|0.0030193236714975|0.0016304347826087|0.0|0|4.99999999999986|1658.7044021739127
3|574|92.73|8|0|3|0.0226480836236934|0.161550522648084|0.615384615384615|0|13.00000000000001|681.7105799651571
2|888|55.67|11|5|5|0.0168918918918919|0.0626914414414414|0.733333333333333|0|15.000000000000007|947.160032545045
4|1412|88.07|1|8|1|0.0028328611898017|0.0623725212464589|0.25|0|4.0|1505.5631479461756
1|195|67.44|7|4|4|0.0615384615384615|0.345846153846154|0.583333333333333|0|11.999999999999993|285.76386461538465
3|169|0.16|9|1|3|0.130177514792899|0.0009467455621301|0.409090909090909|0|21.99999999999993|169.16015147928994
5|1263|77.22|10|7|4|0.0063341250989707|0.0611401425178147|1.25|0|7.999999999999994|1344.9412418052254
2|295|92.67|7|1|2|0.0745762711864407|0.314135593220339|0.318181818181818|0|22.000000000000004|416.7809454237288
4|876|53.17|1|8|5|0.0148401826484018|0.0606963470319635|0.0769230769230769|0|12.999999999999977|932.3972247716895
6|1789|15.16|3|10|4|0.009502515371716|0.0084740078256008|0.176470588235294|0|16.999999999999922|1804.288465958636
6|1530|56.97|6|9|2|0.0032679738562091|0.0372352941176471|1.2|0|4.999999999999924|1589.0912947058823
4|923|93.36|2|2|3|0.0184182015167931|0.101148429035753|0.117647058823529|0|17.000000000000032|1025.8032173347779
6|1164|89.32|11|4|1|0.0068728522336769|0.0767353951890034|1.375|0|7.999999999999912|1260.1740054982818
1|904|9.85|10|2|3|0.0110619469026549|0.010896017699115|1.0|0|10.00000000000003|913.9573257743364
4|1293|55.85|9|10|5|0.0061871616395978|0.0431941221964424|1.125|0|7.999999999999956|1351.2623917246715
2|1230|95.63|5|7|3|0.0016260162601626|0.0777479674796748|2.5|0|1.9999999999999982|1333.0650381300813
6|510|27.59|8|5|4|0.0039215686274509|0.0540980392156863|4.0|0|1.999999999999959|539.0825649019607
6|1586|90.12|8|2|0|0.0182849936948298|0.0568221941992434|0.275862068965517|0|29.000000000000064|1681.240816141236
1|1043|26.42|8|2|5|0.0172579098753595|0.0253307766059444|0.444444444444444|0|17.999999999999957|1070.089239117929
4|975|24.49|6|2|0|0.002051282051282|0.0251179487179487|3.0|0|1.99999999999995|1000.1051385641026
6|1235|10.5|4|3|1|0.0202429149797571|0.0085020242914979|0.16|0|25.000000000000018|1245.5892712550608
6|1034|30.4|2|3|2|0.0019342359767891|0.0294003868471954|1.0|0|1.9999999999999294|1065.2937717601549
1|1812|36.14|10|1|2|0.0044150110375275|0.0199448123620309|1.25|0|7.99999999999983|1848.8608055187638
5|720|73.29|8|10|3|0.0055555555555555|0.101791666666667|2.0|0|3.99999999999996|800.7503112500003
1|518|48.65|9|10|3|0.0501930501930502|0.0939189189189189|0.346153846153846|1|26.000000000000004|571.2191554054054
3|1065|15.49|7|9|1|0.0187793427230047|0.0145446009389671|0.35|0|20.000000000000004|1080.7152958685444
6|351|70.31|6|8|2|0.0598290598290598|0.20031339031339|0.285714285714286|0|20.99999999999999|435.3940344729343
5|1610|93.67|4|6|2|0.0031055900621118|0.0581801242236025|0.8|0|4.999999999999998|1709.1197322360247
5|1210|34.0|8|2|1|0.0140495867768595|0.028099173553719|0.470588235294118|0|16.999999999999993|1244.9553719008263
6|434|15.09|6|5|5|0.0046082949308755|0.0347695852534562|3.0|0|1.999999999999967|449.6146730414747
5|1716|28.0|5|6|0|0.013986013986014|0.0163170163170163|0.208333333333333|0|24.000000000000025|1744.4568764568767
5|542|69.76|4|2|0|0.0350553505535055|0.128708487084871|0.210526315789474|0|18.99999999999998|620.7387040590406
5|1629|58.91|3|2|5|0.0104358502148557|0.0361632903621854|0.176470588235294|0|16.999999999999932|1690.0403794352362
4|969|82.38|10|6|3|0.022703818369453|0.085015479876161|0.454545454545455|0|21.999999999999957|1058.3835752321984
1|1177|82.53|8|0|4|0.0110450297366185|0.0701189464740867|0.615384615384615|0|12.999999999999975|1265.3169166525065
1|326|93.09|9|0|1|0.0122699386503067|0.285552147239264|2.25|0|3.9999999999999845|445.6720493865031
6|615|96.76|4|8|3|0.0308943089430894|0.157333333333333|0.210526315789474|0|18.999999999999982|726.9835733333331
4|120|41.28|1|0|0|0.0583333333333333|0.344|0.142857142857143|0|6.999999999999996|175.48031999999998
3|1467|70.58|7|9|0|0.0074982958418541|0.0481117927743695|0.636363636363636|0|10.999999999999964|1540.9757303340152
5|1620|83.68|4|3|2|0.0086419753086419|0.0516543209876543|0.285714285714286|0|13.999999999999877|1708.0024335802468
6|1816|14.92|6|4|2|0.0165198237885463|0.008215859030837|0.2|0|30.00000000000008|1831.0425806167402
4|620|99.63|0|7|2|0.0032258064516129|0.160693548387097|0.0|0|1.9999999999999982|735.6398982258067
3|1374|52.01|3|4|1|0.0007278020378457|0.0378529839883552|3.0|0|0.9999999999999919|1427.9787336972345
2|517|83.67|0|1|3|0.0290135396518375|0.16183752417795|0.0|0|14.999999999999988|614.2109456479692
2|940|73.36|2|9|2|0.002127659574468|0.0780425531914894|1.0|0|1.99999999999992|1019.0852017021277
5|78|74.44|0|2|5|0.358974358974359|0.954358974358974|0.0|0|28.0|223.48248205128198
4|1221|20.33|6|7|0|0.0221130221130221|0.0166502866502867|0.222222222222222|0|26.999999999999986|1241.6685003276002
1|81|6.18|2|4|5|0.234567901234568|0.0762962962962963|0.105263157894737|0|19.000000000000007|87.65151111111112
2|550|81.73|0|10|0|0.0545454545454545|0.1486|0.0|0|29.999999999999975|643.875078
4|239|47.98|6|1|1|0.096234309623431|0.200753138075314|0.260869565217391|0|23.00000000000001|296.61213556485365
3|827|39.43|1|2|4|0.0084643288996372|0.0476783555018138|0.142857142857143|0|6.9999999999999645|868.3099575574365
4|316|16.35|9|8|0|0.0094936708860759|0.0517405063291139|3.0|0|2.999999999999984|333.19595727848105
5|805|51.76|11|4|3|0.0062111801242236|0.0642981366459627|2.2|0|4.999999999999998|860.088071552795
4|89|84.35|1|9|1|0.134831460674157|0.947752808988764|0.0833333333333333|0|11.999999999999973|253.29294943820224
5|401|20.27|2|6|3|0.0024937655860349|0.0505486284289277|2.0|0|0.9999999999999949|422.2946206982543
4|933|82.79|6|9|4|0.0021436227224008|0.0887352625937835|3.0|0|1.9999999999999465|1023.1363923901392
2|1564|24.77|0|9|5|0.0044757033248081|0.0158375959079284|0.0|0|6.9999999999998685|1589.1622972506393
2|369|36.17|10|4|2|0.0569105691056911|0.0980216802168022|0.476190476190476|0|21.000000000000018|408.7154441734417
4|1155|73.36|11|10|0|0.0147186147186147|0.0635151515151515|0.647058823529412|0|16.99999999999998|1233.0194715151515
1|1782|13.34|5|1|4|0.0151515151515152|0.0074859708193041|0.185185185185185|1|27.00000000000009|1795.4398628507292
5|970|14.69|3|1|4|0.0288659793814433|0.0151443298969072|0.107142857142857|0|28.0|984.9124702061856
4|1310|95.65|0|10|0|0.016030534351145|0.0730152671755725|0.0|0|20.99999999999995|1412.6339103053435
1|1542|9.99|2|10|2|0.0194552529182879|0.0064785992217898|0.0666666666666667|1|29.999999999999943|1552.0547212062254
4|1735|83.37|10|5|0|0.0126801152737752|0.0480518731988473|0.454545454545455|0|21.99999999999997|1822.376084668588
6|1083|35.82|4|7|1|0.0036934441366574|0.0330747922437673|1.0|0|3.999999999999964|1120.0047390581717
1|883|74.69|11|2|2|0.0124575311438279|0.0845866364665912|1.0|0|11.000000000000036|964.0077758776898
6|52|70.03|8|6|5|0.0384615384615385|1.34673076923077|4.0|0|2.0000000000000018|216.3415557692309
4|1568|99.64|3|2|4|0.0153061224489796|0.0635459183673469|0.125|0|24.000000000000014|1673.9717153061222
5|50|53.55|3|8|5|0.08|1.071|0.75|0|4.0|160.90204999999997
3|1203|31.51|9|1|4|0.0149625935162095|0.02619285120532|0.5|0|18.00000000000003|1235.3353367414795
5|1618|60.74|11|10|4|0.0135970333745365|0.037540173053152|0.5|0|22.000000000000057|1681.0201901112482
6|1065|79.82|6|5|5|0.0253521126760563|0.0749483568075117|0.222222222222222|0|26.99999999999996|1150.8023778403756
3|1656|26.2|5|7|3|0.0006038647342995|0.0158212560386473|5.0|0|0.9999999999999719|1682.6145169082124
2|1397|69.02|7|4|4|0.007158196134574|0.0494058697208303|0.7|0|9.999999999999877|1469.4299931281319
4|1405|43.3|4|9|1|0.0071174377224199|0.0308185053380783|0.4|0|9.99999999999996|1449.6344412811388
2|1775|19.21|8|2|4|0.0011267605633802|0.0108225352112676|4.0|0|1.999999999999855|1794.4179009014083
6|1230|17.65|9|3|2|0.0048780487804878|0.014349593495935|1.5|0|5.999999999999994|1247.9032703252035
2|931|68.85|1|9|0|0.0268528464017186|0.073952738990333|0.04|0|25.000000000000014|1004.9416460794844
3|1496|85.06|7|9|2|0.0020053475935828|0.0568582887700535|2.33333333333333|0|2.9999999999998685|1585.8963660427808
3|1501|42.54|10|7|3|0.00599600266489|0.0283411059293804|1.11111111111111|0|8.99999999999989|1544.7456306462357
3|1012|26.27|0|1|1|0.0049407114624505|0.0259584980237154|0.0|0|4.999999999999906|1038.951929743083
4|451|67.08|8|10|5|0.0133037694013304|0.148736141906874|1.33333333333333|0|6.00000000000001|528.0572203991134
3|452|39.55|0|7|3|0.0530973451327434|0.0875|0.0|0|24.000000000000014|495.01062499999995
6|486|91.58|3|2|4|0.0411522633744856|0.18843621399177|0.15|0|20.0|594.8369884773665
4|558|25.96|2|10|5|0.010752688172043|0.0465232974910394|0.333333333333333|0|5.999999999999994|585.1677448028673
3|1569|19.5|6|2|4|0.0089228808158062|0.0124282982791587|0.428571428571429|0|13.999999999999927|1588.7423518164435
6|552|3.78|8|6|3|0.0036231884057971|0.0068478260869565|4.0|0|1.9999999999999993|555.8058847826086
2|149|49.15|5|1|0|0.0201342281879195|0.329865771812081|1.66666666666667|0|3.0000000000000053|214.3629026845639
1|994|81.79|9|4|0|0.0160965794768612|0.0822837022132797|0.5625|0|16.000000000000032|1082.519984004024
1|1742|52.47|7|4|4|0.0103329506314581|0.0301205510907003|0.388888888888889|0|18.00000000000001|1796.050425315729
2|1476|97.73|9|0|1|0.0101626016260163|0.0662127371273713|0.6|0|15.000000000000059|1580.200970799458
3|587|8.2|11|2|5|0.0323679727427598|0.01396933560477|0.578947368421053|0|19.000000000000004|595.3145485519591
1|824|25.31|1|9|4|0.0194174757281553|0.0307160194174757|0.0625|0|15.999999999999968|850.0874224514562
4|400|86.11|0|7|0|0.0025|0.215275|0.0|0|1.0|504.6473302500001
1|1506|36.67|7|3|4|0.0119521912350598|0.0243492695883134|0.388888888888889|0|18.00000000000006|1543.5628877158035
6|1635|98.26|0|10|4|0.0024464831804281|0.0600978593272171|0.0|0|3.9999999999999436|1739.1652156574921
2|1294|89.66|8|3|3|0.0170015455950541|0.0692890262751159|0.363636363636364|0|22.000000000000004|1389.872454095827
4|1520|49.67|5|6|2|0.0177631578947368|0.0326776315789474|0.185185185185185|0|26.999999999999936|1571.2930979605267
6|1283|89.36|7|2|0|0.0233826968043648|0.0696492595479345|0.233333333333333|0|30.000000000000036|1378.5838578332034
4|976|15.59|6|9|0|0.0297131147540984|0.0159733606557377|0.206896551724138|0|29.00000000000004|991.8390246926231
4|1793|4.58|7|1|4|0.0161740100390407|0.0025543781372002|0.241379310344828|0|28.999999999999975|1797.591699051868
2|95|79.98|2|0|4|0.231578947368421|0.841894736842105|0.0909090909090909|0|21.999999999999993|242.31474105263152
4|946|92.48|10|1|1|0.0179704016913319|0.0977589852008457|0.588235294117647|0|16.999999999999975|1047.520750951374
5|450|13.67|5|2|0|0.0577777777777778|0.0303777777777778|0.192307692307692|0|26.00000000000001|464.08526422222224
5|1778|66.21|7|10|0|0.0050618672665916|0.0372384701912261|0.777777777777778|0|8.999999999999865|1846.675559111361
5|1461|16.45|0|9|5|0.0157426420260096|0.0112594113620808|0.0|0|23.000000000000025|1477.6352173169062
5|1248|58.5|9|5|3|0.0240384615384615|0.046875|0.3|0|29.999999999999954|1309.2421875
2|1646|62.93|3|5|5|0.0024301336573511|0.038232077764277|0.75|0|3.9999999999999103|1711.335944653706
2|137|66.41|9|6|1|0.0510948905109489|0.484744525547445|1.28571428571429|0|6.999999999999999|235.60188394160576
2|214|14.17|0|4|3|0.0560747663551402|0.066214953271028|0.0|0|12.000000000000004|229.10826588785045
6|1826|42.12|4|10|5|0.0098576122672508|0.0230668127053669|0.222222222222222|0|17.99999999999996|1869.0915741511496
1|901|31.16|4|9|2|0.0277469478357381|0.0345837957824639|0.16|1|25.00000000000003|933.2376310765815
1|1692|21.21|4|10|5|0.0070921985815602|0.0125354609929078|0.333333333333333|0|11.99999999999986|1713.4758771276595
1|1129|87.01|7|2|3|0.0062001771479185|0.0770682019486271|1.0|0|6.999999999999987|1222.71570425155
5|808|52.65|10|5|3|0.0185643564356436|0.0651608910891089|0.666666666666667|0|15.00000000000003|864.0807209158415
2|119|57.6|7|1|5|0.0672268907563025|0.484033613445378|0.875|0|7.999999999999998|204.48033613445375
2|1021|6.24|1|10|2|0.0029382957884427|0.0061116552399608|0.333333333333333|0|2.999999999999997|1027.2781367286973
5|94|61.31|1|3|5|0.202127659574468|0.652234042553192|0.0526315789473684|0|18.99999999999999|195.29846914893628
2|1561|76.66|4|7|2|0.0070467648942985|0.0491095451633568|0.363636363636364|0|10.99999999999996|1641.4247377322229
4|1636|5.71|1|5|4|0.0134474327628362|0.0034902200488997|0.0454545454545455|0|22.00000000000002|1641.729929156479
4|517|39.77|7|5|1|0.0367504835589942|0.0769245647969052|0.368421052631579|0|19.0|559.8292899419729
2|567|94.25|9|3|2|0.0299823633156966|0.166225749559083|0.529411764705882|0|16.99999999999997|676.9167768959437
2|571|33.67|6|10|4|0.0490367775831874|0.0589667250437828|0.214285714285714|1|28.000000000000004|606.6554096322242
3|321|33.01|5|6|3|0.0747663551401869|0.102834890965732|0.208333333333333|0|23.999999999999993|357.40457975077874
2|1187|64.15|2|9|5|0.0033698399326032|0.0540438079191238|0.5|0|3.9999999999999982|1254.616910278012
2|358|5.31|0|10|5|0.0335195530726257|0.0148324022346369|0.0|0|12.0|363.388760055866
2|1688|52.49|3|5|5|0.004739336492891|0.031095971563981|0.375|0|8.000000000000007|1742.122227547393
5|381|68.41|4|2|0|0.0131233595800525|0.179553805774278|0.8|0|5.000000000000003|461.69327585301824
6|858|15.69|2|3|0|0.0163170163170163|0.0182867132867133|0.142857142857143|0|13.999999999999984|873.9769185314684
1|1666|93.56|6|6|4|0.0078031212484994|0.0561584633853541|0.461538461538462|0|13.000000000000002|1764.8141858343336
2|618|30.94|6|8|3|0.0161812297734628|0.0500647249190939|0.6|0|10.00000000000001|650.4890025889969
5|269|35.05|3|4|5|0.0706319702602231|0.130297397769517|0.157894736842105|0|19.000000000000014|308.61692379182165
6|1107|46.63|11|8|4|0.010840108401084|0.042122854561879|0.916666666666667|0|11.99999999999999|1155.5941887082204
3|471|96.93|9|3|4|0.0445859872611465|0.205796178343949|0.428571428571429|0|21.000000000000004|587.877823566879
1|472|84.08|4|10|3|0.0042372881355932|0.178135593220339|2.0|0|1.9999999999999907|571.0576406779661
6|426|13.15|6|10|5|0.0586854460093897|0.030868544600939|0.24|0|25.00000000000001|439.5559213615023
3|238|16.65|11|0|4|0.117647058823529|0.0699579831932773|0.392857142857143|0|27.9999999999999|255.8148004201681
5|755|48.92|2|8|0|0.033112582781457|0.064794701986755|0.08|0|25.000000000000032|807.0897568211919
1|383|66.13|1|1|0|0.0522193211488251|0.17266318537859|0.05|0|20.00000000000001|460.5482164490861
6|1210|80.37|3|0|3|0.012396694214876|0.0664214876033058|0.2|0|14.999999999999961|1295.7082949586777
6|929|46.01|9|7|3|0.0247578040904198|0.0495263724434876|0.391304347826087|0|22.999999999999996|977.2887083961249
3|1731|76.79|3|2|3|0.0103986135181976|0.0443616406701329|0.166666666666667|0|18.000000000000046|1811.1965303870593
3|616|38.62|1|2|2|0.0438311688311688|0.0626948051948052|0.037037037037037|0|26.99999999999998|657.0412733766234
